camera,psnr,ssim,lpips
0,14.185281753540039,0.25131362676620483,0.7567464113235474
1,14.238077163696289,0.24701270461082458,0.7469326257705688
2,13.858417510986328,0.24468876421451569,0.742871105670929
3,14.05348014831543,0.25347283482551575,0.7412858009338379
4,13.89310073852539,0.25471925735473633,0.7444459199905396
5,14.190836906433105,0.2695581018924713,0.7413288950920105
6,14.92654037475586,0.27892521023750305,0.7291250228881836
7,15.413069725036621,0.29627397656440735,0.701410174369812
8,15.534552574157715,0.3069131374359131,0.704616904258728
9,15.593849182128906,0.3265281021595001,0.6887491941452026
10,15.197738647460938,0.3244847059249878,0.6911945939064026
11,15.43733024597168,0.3402542769908905,0.6784641742706299
12,15.638298988342285,0.3390643298625946,0.6869547367095947
13,15.723733901977539,0.3518984019756317,0.6844274997711182
14,16.362939834594727,0.3696673512458801,0.6770821809768677
15,16.522754669189453,0.36603057384490967,0.6823717355728149
16,16.222938537597656,0.36449044942855835,0.6791141033172607
17,15.789599418640137,0.35098788142204285,0.6755531430244446
18,15.682543754577637,0.3432091772556305,0.6699084639549255
19,15.268905639648438,0.32721397280693054,0.6685545444488525
20,15.148393630981445,0.3427731990814209,0.6474617123603821
21,14.775768280029297,0.33898407220840454,0.6486160159111023
22,14.552188873291016,0.3371511995792389,0.63519686460495
23,14.213504791259766,0.32264021039009094,0.6317005157470703
24,14.662540435791016,0.33151209354400635,0.6125789880752563
25,15.00440502166748,0.34411904215812683,0.621397852897644
26,15.40794563293457,0.35363078117370605,0.6297780275344849
27,13.840584754943848,0.29836368560791016,0.6801372766494751
28,13.62941837310791,0.2701205313205719,0.6931179761886597
29,13.529091835021973,0.25281885266304016,0.7119951248168945
30,13.666239738464355,0.25109532475471497,0.7257417440414429
31,13.437728881835938,0.2476196140050888,0.7486611008644104
32,13.749040603637695,0.2451007068157196,0.7447215914726257
33,14.371038436889648,0.26408055424690247,0.7364242672920227
34,14.555148124694824,0.27684664726257324,0.7345791459083557
35,14.382484436035156,0.2731546461582184,0.7338179349899292
36,14.391937255859375,0.2725246250629425,0.7367152571678162
37,14.348993301391602,0.29179853200912476,0.7286349534988403
38,14.251199722290039,0.2774052917957306,0.7435280084609985
39,14.73675537109375,0.302400141954422,0.7306591868400574
40,15.69532299041748,0.31532108783721924,0.7154078483581543
41,16.467330932617188,0.33540189266204834,0.690261721611023
42,16.36072540283203,0.369511216878891,0.6528948545455933
43,16.131237030029297,0.3488115072250366,0.6655782461166382
44,16.429521560668945,0.3761785328388214,0.6380255222320557
45,16.48413848876953,0.3813924193382263,0.6342895030975342
46,16.660192489624023,0.3856239318847656,0.6348055601119995
47,16.722034454345703,0.3856744170188904,0.6413413286209106
48,16.825340270996094,0.41141512989997864,0.6274665594100952
49,17.341503143310547,0.40160396695137024,0.6319432258605957
50,17.45370101928711,0.4252767562866211,0.613442063331604
51,17.36483383178711,0.44642236828804016,0.5901004672050476
52,16.787487030029297,0.41725853085517883,0.6052191257476807
53,16.333820343017578,0.39827409386634827,0.6105034351348877
54,16.61664390563965,0.39610737562179565,0.6020215749740601
55,16.48567771911621,0.40220746397972107,0.5929560661315918
56,16.139707565307617,0.4184117019176483,0.5843369364738464
57,15.827136993408203,0.39276984333992004,0.5938389301300049
58,15.615663528442383,0.3854708969593048,0.5902648568153381
59,16.315256118774414,0.3956141471862793,0.5765891075134277
60,16.41603660583496,0.41332095861434937,0.5878890752792358
61,16.20067024230957,0.41271263360977173,0.5992408990859985
62,14.019989013671875,0.356437623500824,0.6798530220985413
63,14.197002410888672,0.32416918873786926,0.6889845728874207
64,14.239437103271484,0.32306137681007385,0.685524582862854
65,14.675718307495117,0.3245490789413452,0.6829221248626709
66,14.664529800415039,0.3182455897331238,0.686103105545044
67,14.282096862792969,0.2781250476837158,0.7197365760803223
68,14.388572692871094,0.2719264626502991,0.7335680723190308
69,14.716064453125,0.2691224217414856,0.7158656716346741
70,14.678610801696777,0.26723459362983704,0.7247702479362488
71,14.668683052062988,0.2741222679615021,0.7321768403053284
72,15.073343276977539,0.2888113260269165,0.7367206811904907
73,14.973153114318848,0.29570841789245605,0.7480193376541138
74,15.573188781738281,0.3102991580963135,0.7407655715942383
75,16.781352996826172,0.333415687084198,0.7069401741027832
76,17.405698776245117,0.3587961494922638,0.6625432968139648
77,17.119462966918945,0.3696955442428589,0.6498123407363892
78,17.318967819213867,0.3765600621700287,0.6373910903930664
79,17.32872200012207,0.3901236355304718,0.6207317113876343
80,17.324737548828125,0.39753520488739014,0.6207780838012695
81,17.457996368408203,0.41623610258102417,0.6156594157218933
82,17.82964515686035,0.4173908531665802,0.6114951372146606
83,17.93199348449707,0.4264911711215973,0.599327564239502
84,17.689990997314453,0.4128044545650482,0.5990116000175476
85,17.010908126831055,0.4053352475166321,0.6038734912872314
86,17.279457092285156,0.4091682732105255,0.5888406038284302
87,17.45996856689453,0.4219824969768524,0.5843952298164368
88,16.96439552307129,0.41318708658218384,0.5868535041809082
89,16.378875732421875,0.38832423090934753,0.5978848338127136
90,16.823266983032227,0.4034104347229004,0.5876346826553345
91,16.797109603881836,0.4017726182937622,0.5950521230697632
92,14.426858901977539,0.3674103915691376,0.6999938488006592
93,14.374332427978516,0.3341848850250244,0.6953527331352234
94,14.596872329711914,0.3188472390174866,0.7056898474693298
95,14.602211952209473,0.31622570753097534,0.691662073135376
96,15.221900939941406,0.3217664957046509,0.6824157238006592
97,15.217483520507812,0.3180035352706909,0.690833330154419
98,14.681988716125488,0.29897603392601013,0.7109192609786987
99,15.967273712158203,0.30137476325035095,0.7104552984237671
100,15.943429946899414,0.3028263449668884,0.7141731381416321
101,16.22749137878418,0.3006238341331482,0.7284591794013977
102,16.443078994750977,0.3018374443054199,0.737873911857605
103,16.278690338134766,0.31351238489151,0.7363945245742798
104,16.281526565551758,0.3114015758037567,0.7446345686912537
105,17.03331756591797,0.3188798427581787,0.7262296676635742
106,17.940753936767578,0.34756526350975037,0.6806387305259705
107,17.73676109313965,0.3740885853767395,0.6466770172119141
108,17.439420700073242,0.38147467374801636,0.6341508626937866
109,17.699005126953125,0.38611772656440735,0.6222168803215027
110,18.054054260253906,0.40614327788352966,0.6161694526672363
