camera,psnr,ssim,lpips
0,22.190521240234375,0.5390427112579346,0.46572092175483704
1,21.47641944885254,0.5287304520606995,0.4654396176338196
2,20.784748077392578,0.5227059125900269,0.47021615505218506
3,20.787063598632812,0.5286275744438171,0.4679441452026367
4,19.98151397705078,0.5083679556846619,0.4756973683834076
5,19.901899337768555,0.4957534670829773,0.4824194312095642
6,19.902130126953125,0.4831339120864868,0.49618932604789734
7,19.557777404785156,0.4796445965766907,0.5010561347007751
8,20.52565574645996,0.4988528788089752,0.49374186992645264
9,19.76721954345703,0.520676851272583,0.4861489534378052
10,20.246845245361328,0.5252366662025452,0.47971096634864807
11,21.319225311279297,0.5405896902084351,0.4657836854457855
12,21.813453674316406,0.5417351722717285,0.475044310092926
13,22.93770980834961,0.5672184228897095,0.46089035272598267
14,23.74089813232422,0.5773099064826965,0.45510733127593994
15,23.42898941040039,0.5650427937507629,0.46193602681159973
16,23.786396026611328,0.5736121535301208,0.45337992906570435
17,23.422887802124023,0.5584458708763123,0.4547455310821533
18,23.316608428955078,0.5622135400772095,0.4528919458389282
19,21.949382781982422,0.5341340899467468,0.466335654258728
20,22.540096282958984,0.562109112739563,0.4459229111671448
21,22.59322738647461,0.5592618584632874,0.44689351320266724
22,22.628154754638672,0.5671363472938538,0.44240841269493103
23,21.807329177856445,0.5390668511390686,0.451824426651001
24,22.2232723236084,0.5403217077255249,0.4400418996810913
25,21.930530548095703,0.5550851821899414,0.4379225969314575
26,22.425539016723633,0.5671737790107727,0.4405003786087036
27,21.0733585357666,0.5458606481552124,0.4482862651348114
28,20.921098709106445,0.5499517321586609,0.44397568702697754
29,20.650096893310547,0.5435668230056763,0.45084500312805176
30,20.539215087890625,0.5312607884407043,0.4555817246437073
31,17.996200561523438,0.5151838064193726,0.46958041191101074
32,18.540752410888672,0.5075862407684326,0.47555798292160034
33,23.90538215637207,0.5850006937980652,0.436585009098053
34,23.733543395996094,0.5875422358512878,0.4321310520172119
35,22.932680130004883,0.5771766901016235,0.440467894077301
36,22.419721603393555,0.5622513890266418,0.44531548023223877
37,22.874855041503906,0.5738542675971985,0.44028332829475403
38,22.120372772216797,0.5433915257453918,0.4577053189277649
39,22.051027297973633,0.5510734915733337,0.4555279612541199
40,22.4732666015625,0.5426611304283142,0.46396011114120483
41,21.870508193969727,0.5469498038291931,0.4676181674003601
42,22.829072952270508,0.5787541270256042,0.443848192691803
43,22.238277435302734,0.563140332698822,0.4517820477485657
44,22.658287048339844,0.5874138474464417,0.4345504939556122
45,22.378149032592773,0.5861068964004517,0.4323582947254181
46,23.123897552490234,0.5899901390075684,0.4382823705673218
47,23.98065948486328,0.5850769877433777,0.4404228925704956
48,24.53487205505371,0.6129191517829895,0.4243508577346802
49,24.37934684753418,0.5918557047843933,0.43743830919265747
50,24.777462005615234,0.6173740029335022,0.4240242838859558
51,25.35279083251953,0.6414469480514526,0.4101206660270691
52,24.90269660949707,0.6161841750144958,0.42294740676879883
53,24.649770736694336,0.6090432405471802,0.4209560453891754
54,24.464523315429688,0.6027965545654297,0.4209308326244354
55,24.349945068359375,0.6176296472549438,0.41072291135787964
56,24.81711196899414,0.6443185806274414,0.3987642228603363
57,24.555423736572266,0.618424117565155,0.4148772358894348
58,24.534664154052734,0.6129626035690308,0.41308075189590454
59,24.27274513244629,0.6084110736846924,0.4121411442756653
60,23.923370361328125,0.6156087517738342,0.4111723303794861
61,23.759096145629883,0.6106840372085571,0.4194658696651459
62,23.383378982543945,0.5930741429328918,0.420335590839386
63,24.072877883911133,0.6057002544403076,0.4185287356376648
64,23.86526107788086,0.6106480956077576,0.41159483790397644
65,24.028385162353516,0.615325927734375,0.4157712161540985
66,24.519821166992188,0.6198745369911194,0.4176636338233948
67,24.13703727722168,0.5922206044197083,0.43251919746398926
68,23.988235473632812,0.5852726697921753,0.4369317293167114
69,22.78958511352539,0.5687591433525085,0.43921637535095215
70,22.452116012573242,0.5541816353797913,0.44711583852767944
71,22.612625122070312,0.5569740533828735,0.447446346282959
72,23.417648315429688,0.5738964080810547,0.43575748801231384
73,23.59894561767578,0.5675045847892761,0.43912190198898315
74,24.1489315032959,0.5596546530723572,0.44619524478912354
75,24.578838348388672,0.5671408176422119,0.44466835260391235
76,24.614093780517578,0.5693907737731934,0.44341787695884705
77,24.24628448486328,0.5794644355773926,0.43990302085876465
78,23.538902282714844,0.576125979423523,0.4350486695766449
79,23.303668975830078,0.5884363651275635,0.43007203936576843
80,23.289939880371094,0.589002788066864,0.43511301279067993
81,24.319238662719727,0.6050525307655334,0.42903655767440796
82,24.618152618408203,0.5951530933380127,0.4357109069824219
83,24.43028450012207,0.592600405216217,0.4353327453136444
84,24.278993606567383,0.5793173313140869,0.44123706221580505
85,24.03989601135254,0.5856431126594543,0.4340437352657318
86,24.0506649017334,0.5951886773109436,0.42192763090133667
87,24.226808547973633,0.6038143634796143,0.4215461015701294
88,24.76663589477539,0.6135042309761047,0.41787755489349365
89,23.5112361907959,0.578633725643158,0.42568519711494446
90,24.1710262298584,0.5976260900497437,0.42339059710502625
91,23.118295669555664,0.5941748023033142,0.42454785108566284
92,23.950393676757812,0.6118339896202087,0.4196465015411377
93,23.727848052978516,0.5942760109901428,0.4248890280723572
94,23.838396072387695,0.5867107510566711,0.42359715700149536
95,23.932886123657227,0.6027248501777649,0.4155727028846741
96,23.998872756958008,0.5923710465431213,0.4313632845878601
97,24.37422752380371,0.5966898202896118,0.4325711727142334
98,24.699378967285156,0.5984410643577576,0.4320812523365021
99,24.632308959960938,0.5916623473167419,0.4341402053833008
100,24.029170989990234,0.5781428217887878,0.43934521079063416
101,24.28086280822754,0.575202465057373,0.4401155412197113
